시설물 구분,시설물명,소재지 주소,행정동,데이터기준일자
장애인 화장실,방배한신트리플,서울특별시 서초구 방배동 816-1,방배4동,2025-09-18
장애인 화장실,반포래디앙 시그니처,서울특별시 서초구 방배동 751-4,방배본동,2025-09-18
장애인 화장실,스매치 서초 사옥,서울특별시 서초구 서초동 1703-8,서초3동,2025-09-18
장애인 화장실,릿타워,서울특별시 서초구 서초동 1331-2,서초2동,2025-09-18
장애인 화장실,석오빌딩,서울특별시 서초구 서초동 1596-3,서초3동,2025-09-18
장애인 화장실,크레아2,서울특별시 서초구 서초동 1628-1,서초1동,2025-09-18
장애인 화장실,알루어반포,서울특별시 서초구 반포동 67-3,반포4동,2025-09-18
장애인 화장실,KCC 서초사옥 별관동,서울특별시 서초구 서초동 1301,서초4동,2025-09-18
장애인 화장실,한신서래아파트,서울특별시 서초구 반포동 70-1,반포4동,2025-09-18
장애인 화장실,서울반포4동우편취급국,서울특별시 서초구 반포동 93-6,반포4동,2025-09-18
장애인 화장실,래미안서초에스티지에스,서울특별시 서초구 서초동 1754,서초2동,2025-09-18
장애인 화장실,서초2파출소,서울특별시 서초구 서초동 1356-6,서초2동,2025-09-18
장애인 화장실,방배대우디오빌,서울특별시 서초구 방배동 866-20,방배4동,2025-09-18
장애인 화장실,근정빌딩,서울특별시 서초구 서초동 1575-12,서초3동,2025-09-18
장애인 화장실,디앤비빌딩,서울특별시 서초구 서초동 1675-7,서초1동,2025-09-18
장애인 화장실,교대 정인빌딩,서울특별시 서초구 서초동 1676-6,서초1동,2025-09-18
장애인 화장실,서초래미안,서울특별시 서초구 서초동 1682,서초4동,2025-09-18
장애인 화장실,BLOCK77,서울특별시 서초구 서초동 1307-21,서초4동,2025-09-18
장애인 화장실,블루원빌딩,서울특별시 서초구 서초동 1699-16,서초4동,2025-09-18
장애인 화장실,아크로비스타,서울특별시 서초구 서초동 1685-3,서초4동,2025-09-18
장애인 화장실,디에이치 반포 라클라스,서울특별시 서초구 반포동 1343,반포1동,2025-09-18
장애인 화장실,반포 래미안아이파크,서울특별시 서초구 반포동 1341,반포1동,2025-09-18
장애인 화장실,서초어반하이 오피스텔,서울특별시 서초구 서초동 1601-10,서초3동,2025-09-18
장애인 화장실,센트럴시티,서울특별시 서초구 반포동 19-3,반포4동,2025-09-18
장애인 화장실,호반 파크 Ⅱ관,서울특별시 서초구 우면동 786,양재1동,2025-09-18
장애인 화장실,호반 파크 Ⅰ관,서울특별시 서초구 우면동 782,양재1동,2025-09-18
장애인 화장실,양재도서관,서울특별시 서초구 양재동 102-6,양재1동,2025-09-18
장애인 화장실,서초구립 양재목련어린이집,서울특별시 서초구 양재동 300-11,양재2동,2025-09-18
장애인 화장실,신반포자이,서울특별시 서초구 잠원동 160,반포3동,2025-09-18
장애인 화장실,잠원동 스타빌딩,서울특별시 서초구 잠원동 61-9,잠원동,2025-09-18
장애인 화장실,CJ키즈빌 어린이집,서울특별시 서초구 방배동 2760,방배2동,2025-09-18
장애인 화장실,서초메트하임,서울특별시 서초구 신원동 608,내곡동,2025-09-18
장애인 화장실,서초포레스타7단지,서울특별시 서초구 신원동 615,내곡동,2025-09-18
장애인 화장실,내곡열린문화센터,서울특별시 서초구 신원동 627,내곡동,2025-09-18
장애인 화장실,서초포레스타5단지,서울특별시 서초구 신원동 579,내곡동,2025-09-18
장애인 화장실,서초구립내곡도서관(내곡중학교),서울특별시 서초구 신원동 294,내곡동,2025-09-18
장애인 화장실,서초포레스타6단지,서울특별시 서초구 신원동 619,내곡동,2025-09-18
장애인 화장실,서초구립 도구머리어린이집 주건축물제1동,서울특별시 서초구 방배동 산 75-3,방배2동,2025-09-18
장애인 화장실,다니엘학교,서울특별시 서초구 내곡동 1-1328,내곡동,2025-09-18
장애인 화장실,서초포레스타2단지,서울특별시 서초구 내곡동 384,내곡동,2025-09-18
장애인 화장실,서초구립 내곡연두어린이집,서울특별시 서초구 내곡동 402,내곡동,2025-09-18
장애인 화장실,KB골든라이프케어 서초 빌리지,서울특별시 서초구 우면동 700,양재1동,2025-09-18
장애인 화장실,사랑동,서울특별시 서초구 방배동 981-23,방배3동,2025-09-18
장애인 화장실,CTK,서울특별시 서초구 서초동 1485-6,서초3동,2025-09-18
장애인 화장실,HDC랩스타워,서울특별시 서초구 서초동 1439-2,서초1동,2025-09-18
장애인 화장실,방배동 916-7 노유자시설 (서초구청),서울특별시 서초구 방배동 916-7,방배1동,2025-09-18
장애인 화장실,이외 사회복지시설,서울특별시 서초구 방배동 981-27,방배3동,2025-09-18
장애인 화장실,서초청소년도서관,서울특별시 서초구 서초동 1755,서초2동,2025-09-18
장애인 화장실,방배롯데캐슬아르떼,서울특별시 서초구 방배동 424-28,방배2동,2025-09-18
장애인 화장실,서울이수초등학교,서울특별시 서초구 방배동 468-6,방배2동,2025-09-18
장애인 화장실,방배래미안타워,서울특별시 서초구 방배동 485-3,방배3동,2025-09-18
장애인 화장실,현대멤피스아파트,서울특별시 서초구 방배동 774-19,방배본동,2025-09-18
장애인 화장실,쌍용예가클래식,서울특별시 서초구 방배동 776-3,방배본동,2025-09-18
장애인 화장실,방배3차 e-편한세상,서울특별시 서초구 방배동 797-30,방배본동,2025-09-18
장애인 화장실,방배 롯데캐슬로제,서울특별시 서초구 방배동 849-30,방배4동,2025-09-18
장애인 화장실,그랜드하우스,서울특별시 서초구 방배동 850-20,방배4동,2025-09-18
장애인 화장실,방배2차e-편한세상,서울특별시 서초구 방배동 881-26,방배4동,2025-09-18
장애인 화장실,황실자이,서울특별시 서초구 방배동 883-9,방배1동,2025-09-18
장애인 화장실,방배 e-편한세상,서울특별시 서초구 방배동 884-21,방배1동,2025-09-18
장애인 화장실,방배자이아파트,서울특별시 서초구 방배동 888-53,방배1동,2025-09-18
장애인 화장실,브라운스톤 방배,서울특별시 서초구 방배동 899-16,방배1동,2025-09-18
장애인 화장실,방배 서리풀 e-편한세상,서울특별시 서초구 방배동 906-13,방배1동,2025-09-18
장애인 화장실,방배 브라운가 아파트,서울특별시 서초구 방배동 930-1,방배1동,2025-09-18
장애인 화장실,자현유하우스,서울특별시 서초구 방배동 940-4,방배1동,2025-09-18
장애인 화장실,방배현대멤피스2,서울특별시 서초구 방배동 982-1,방배3동,2025-09-18
장애인 화장실,방배 어울림,서울특별시 서초구 방배동 998,방배3동,2025-09-18
장애인 화장실,서초 르하임,서울특별시 서초구 방배동 1002-3,서초3동,2025-09-18
장애인 화장실,서문여자중.고등학교,서울특별시 서초구 방배동 1514,방배4동,2025-09-18
장애인 화장실,방배래미안아파트,서울특별시 서초구 방배동 2626,방배2동,2025-09-18
장애인 화장실,방배동 동부센트레빌,서울특별시 서초구 방배동 3275,방배본동,2025-09-18
장애인 화장실,방배한진로즈힐아파트,서울특별시 서초구 방배동 3276,방배4동,2025-09-18
장애인 화장실,방배 아이파크,서울특별시 서초구 방배동 3277,방배본동,2025-09-18
장애인 화장실,방배 센트레빌 인더포레,서울특별시 서초구 방배동 3286,방배3동,2025-09-18
장애인 화장실,비버리하임(1단지),서울특별시 서초구 양재동 5-12,양재1동,2025-09-18
장애인 화장실,언남고등학교,서울특별시 서초구 양재동 309,양재2동,2025-09-18
장애인 화장실,서초네이처힐1단지,서울특별시 서초구 우면동 707,양재1동,2025-09-18
장애인 화장실,서초네이처힐2단지,서울특별시 서초구 우면동 712,양재1동,2025-09-18
장애인 화장실,서초네이처힐3단지,서울특별시 서초구 우면동 717,양재1동,2025-09-18
장애인 화장실,서초네이처힐4단지,서울특별시 서초구 우면동 720,양재1동,2025-09-18
장애인 화장실,서초네이처힐5단지,서울특별시 서초구 우면동 730,양재1동,2025-09-18
장애인 화장실,서초네이처힐7단지,서울특별시 서초구 우면동 735,양재1동,2025-09-18
장애인 화장실,서초네이처힐6단지,서울특별시 서초구 우면동 737,양재1동,2025-09-18
장애인 화장실,서초호반써밋,서울특별시 서초구 우면동 753,양재1동,2025-09-18
장애인 화장실,서초힐스,서울특별시 서초구 우면동 773,양재1동,2025-09-18
장애인 화장실,엘에이치서초3단지,서울특별시 서초구 우면동 784,양재1동,2025-09-18
장애인 화장실,호반써밋서초파크,서울특별시 서초구 우면동 788,양재1동,2025-09-18
장애인 화장실,호반써밋서초파크뷰,서울특별시 서초구 우면동 789,양재1동,2025-09-18
장애인 화장실,더리버사이드호텔,서울특별시 서초구 잠원동 6-1,잠원동,2025-09-18
장애인 화장실,한강아파트,서울특별시 서초구 잠원동 49-8,잠원동,2025-09-18
장애인 화장실,신동중학교,서울특별시 서초구 잠원동 54-6,잠원동,2025-09-18
장애인 화장실,반포한신타워아파트,서울특별시 서초구 잠원동 71-11,반포3동,2025-09-18
장애인 화장실,래미안 신반포 팰리스,서울특별시 서초구 잠원동 158,잠원동,2025-09-18
장애인 화장실,아크로리버뷰신반포,서울특별시 서초구 잠원동 159,반포3동,2025-09-18
장애인 화장실,래미안 신반포 리오센트,서울특별시 서초구 잠원동 161,잠원동,2025-09-18
장애인 화장실,반포센트럴자이,서울특별시 서초구 잠원동 162,반포3동,2025-09-18
장애인 화장실,반포르엘,서울특별시 서초구 잠원동 163,반포3동,2025-09-18
장애인 화장실,반포르엘2차,서울특별시 서초구 잠원동 164,반포3동,2025-09-18
장애인 화장실,래미안 원베일리,서울특별시 서초구 반포동 1,반포2동,2025-09-18
장애인 화장실,계성초등학교,서울특별시 서초구 반포동 6-1,반포2동,2025-09-18
장애인 화장실,반포푸르지오아파트,서울특별시 서초구 반포동 10,반포2동,2025-09-18
장애인 화장실,서울원촌초등학교,서울특별시 서초구 반포동 21,반포1동,2025-09-18
장애인 화장실,반포리체,서울특별시 서초구 반포동 30-26,반포1동,2025-09-18
장애인 화장실,반포 에스케이 뷰,서울특별시 서초구 반포동 112-15,반포4동,2025-09-18
장애인 화장실,가톨릭중앙의료원 새병원 및 성의회관,서울특별시 서초구 반포동 505,반포4동,2025-09-18
장애인 화장실,조달청사,서울특별시 서초구 반포동 520-3,반포4동,2025-09-18
장애인 화장실,반포 센트레빌 아스테리움,서울특별시 서초구 반포동 1344,반포1동,2025-09-18
장애인 화장실,래미안 서초스위트,서울특별시 서초구 서초동 1301-6,서초4동,2025-09-18
장애인 화장실,서초두산위브트레지움,서울특별시 서초구 서초동 1310-4,서초4동,2025-09-18
장애인 화장실,서초 푸르지오 써밋,서울특별시 서초구 서초동 1311-10,서초4동,2025-09-18
장애인 화장실,롯데캐슬클래식,서울특별시 서초구 서초동 1312-3,서초4동,2025-09-18
장애인 화장실,삼성서초가든스위트,서울특별시 서초구 서초동 1326,서초2동,2025-09-18
장애인 화장실,우성아파트,서울특별시 서초구 서초동 1326-17,서초2동,2025-09-18
장애인 화장실,래미안서초에스티지,서울특별시 서초구 서초동 1332-13,서초2동,2025-09-18
장애인 화장실,서이초등학교,서울특별시 서초구 서초동 1334-2,서초2동,2025-09-18
장애인 화장실,서초 벽산블루밍 아파트,서울특별시 서초구 서초동 1347-20,서초2동,2025-09-18
장애인 화장실,롯데캐슬주피터,서울특별시 서초구 서초동 1359-50,서초2동,2025-09-18
장애인 화장실,서초신원아침도시2차,서울특별시 서초구 서초동 1420-18,서초1동,2025-09-18
장애인 화장실,서초동 아아파크,서울특별시 서초구 서초동 1436-14,서초1동,2025-09-18
장애인 화장실,서초자이,서울특별시 서초구 서초동 1444-7,서초1동,2025-09-18
장애인 화장실,더샾서초,서울특별시 서초구 서초동 1445-14,서초1동,2025-09-18
장애인 화장실,서초동한신아파트,서울특별시 서초구 서초동 1454-29,서초3동,2025-09-18
장애인 화장실,서초지웰,서울특별시 서초구 서초동 1458-6,서초3동,2025-09-18
장애인 화장실,서초3차대림이-편한세상,서울특별시 서초구 서초동 1467-37,서초3동,2025-09-18
장애인 화장실,서초5차대림이-편한세상,서울특별시 서초구 서초동 1467-62,서초3동,2025-09-18
장애인 화장실,서초1차e-편한세상,서울특별시 서초구 서초동 1487-63,서초3동,2025-09-18
장애인 화장실,마제스타시티,서울특별시 서초구 서초동 1498-5,서초3동,2025-09-18
장애인 화장실,서초 현대홈타운,서울특별시 서초구 서초동 1506-88,서초3동,2025-09-18
장애인 화장실,서초한빛삼성아파트,서울특별시 서초구 서초동 1509-1,서초3동,2025-09-18
장애인 화장실,삼성 래미안 서초6차,서울특별시 서초구 서초동 1520-9,서초3동,2025-09-18
장애인 화장실,서울고등학교,서울특별시 서초구 서초동 1526-1,서초3동,2025-09-18
장애인 화장실,서초2차 이-편한세상,서울특별시 서초구 서초동 1529,서초3동,2025-09-18
장애인 화장실,서초아트자이,서울특별시 서초구 서초동 1583-10,서초3동,2025-09-18
장애인 화장실,서초극동스타클래스2,서울특별시 서초구 서초동 1615-10,서초1동,2025-09-18
장애인 화장실,서초극동스타클래스 I 아파트,서울특별시 서초구 서초동 1616-10,서초1동,2025-09-18
장애인 화장실,서초동 롯데캐슬 리버티,서울특별시 서초구 서초동 1620-20,서초1동,2025-09-18
장애인 화장실,서초삼성래미안,서울특별시 서초구 서초동 1641-1,서초1동,2025-09-18
장애인 화장실,서초롯데캐슬84,서울특별시 서초구 서초동 1642-14,서초1동,2025-09-18
장애인 화장실,서울교육대학교,서울특별시 서초구 서초동 1650,서초1동,2025-09-18
장애인 화장실,서초롯데캐슬프레지던트,서울특별시 서초구 서초동 1681-8,서초4동,2025-09-18
장애인 화장실,서초4차현대아파트,서울특별시 서초구 서초동 1684,서초4동,2025-09-18
장애인 화장실,서초 교대 e편한세상,서울특별시 서초구 서초동 1686-9,서초4동,2025-09-18
장애인 화장실,유원서초아파트,서울특별시 서초구 서초동 1687,서초4동,2025-09-18
장애인 화장실,서초프라임헤센아파트,서울특별시 서초구 서초동 1756,서초1동,2025-09-18
장애인 화장실,서초그랑자이,서울특별시 서초구 서초동 1757,서초2동,2025-09-18
장애인 화장실,서울언남초등학교,서울특별시 서초구 내곡동 395,내곡동,2025-09-18
장애인 화장실,서초더샵포레,서울특별시 서초구 내곡동 411,내곡동,2025-09-18
장애인 화장실,내곡동종합시설,서울특별시 서초구 염곡동 180-2,내곡동,2025-09-18
장애인 화장실,한국도로교통공단 서울특별시지부,서울특별시 서초구 염곡동 300-11,내곡동,2025-09-18
장애인 화장실,힐스테이트서초젠트리스,서울특별시 서초구 신원동 557,내곡동,2025-09-18
장애인 화장실,서초포레스타3단지,서울특별시 서초구 신원동 568,내곡동,2025-09-18
